City,Datetime,PM2.5,PM10,NO2,O3,SO2
Kolkata,2023-09-30 22:00:00,78,18,38,54,19
Bangalore,2023-09-30 23:00:00,63,80,24,25,29
Bangalore,2023-10-01 00:00:00,30,118,22,24,10
Bangalore,2023-10-01 01:00:00,60,171,42,41,20
Kolkata,2023-10-01 02:00:00,6,36,9,27,20
Bangalore,2023-10-01 03:00:00,100,70,19,31,5
Delhi,2023-10-01 04:00:00,52,72,81,5,33
Bangalore,2023-10-01 05:00:00,99,151,49,30,12
Mumbai,2023-10-01 06:00:00,41,88,25,5,30
Kolkata,2023-10-01 07:00:00,41,49,48,8,19
Mumbai,2023-10-01 08:00:00,33,115,51,5,37
Bangalore,2023-10-01 09:00:00,90,71,59,11,5
Delhi,2023-10-01 10:00:00,35,34,37,20,4
Chennai,2023-10-01 11:00:00,82,49,59,21,7
Bangalore,2023-10-01 12:00:00,46,168,5,41,19
Delhi,2023-10-01 13:00:00,5,107,18,34,36
Kolkata,2023-10-01 14:00:00,40,94,43,5,37
Mumbai,2023-10-01 15:00:00,18,78,46,31,1
Mumbai,2023-10-01 16:00:00,61,103,21,35,20
Mumbai,2023-10-01 17:00:00,18,102,45,24,1
Kolkata,2023-10-01 18:00:00,92,103,27,28,27
Delhi,2023-10-01 19:00:00,56,95,34,33,31
Kolkata,2023-10-01 20:00:00,53,129,60,43,17
Mumbai,2023-10-01 21:00:00,82,91,58,5,19
Bangalore,2023-10-01 22:00:00,93,45,20,25,18
Chennai,2023-10-01 23:00:00,59,62,18,57,8
Kolkata,2023-10-02 00:00:00,33,10,31,55,23
Kolkata,2023-10-02 01:00:00,5,181,39,45,15
Delhi,2023-10-02 02:00:00,35,128,26,39,29
Delhi,2023-10-02 03:00:00,38,52,60,59,16
Kolkata,2023-10-02 04:00:00,63,77,46,64,7
Mumbai,2023-10-02 05:00:00,47,61,48,27,1
Chennai,2023-10-02 06:00:00,84,159,14,12,1
Delhi,2023-10-02 07:00:00,38,26,63,25,33
Mumbai,2023-10-02 08:00:00,58,95,5,85,12
Bangalore,2023-10-02 09:00:00,101,85,56,5,22
Delhi,2023-10-02 10:00:00,71,127,58,21,39
Mumbai,2023-10-02 11:00:00,57,85,31,5,11
Mumbai,2023-10-02 12:00:00,38,10,65,32,10
Chennai,2023-10-02 13:00:00,37,78,38,8,16
Chennai,2023-10-02 14:00:00,30,46,41,28,18
Bangalore,2023-10-02 15:00:00,41,93,46,5,40
Mumbai,2023-10-02 16:00:00,86,154,103,41,36
Mumbai,2023-10-02 17:00:00,52,11,66,52,25
Chennai,2023-10-02 18:00:00,12,53,54,23,35
Delhi,2023-10-02 19:00:00,121,65,21,27,15
Delhi,2023-10-02 20:00:00,71,72,42,27,21
Kolkata,2023-10-02 21:00:00,10,123,23,33,14
Chennai,2023-10-02 22:00:00,44,82,56,29,2
Kolkata,2023-10-02 23:00:00,63,108,42,43,32
Chennai,2023-10-03 00:00:00,119,61,17,52,24
Bangalore,2023-10-03 01:00:00,21,100,41,15,18
Mumbai,2023-10-03 02:00:00,94,125,23,24,17
Bangalore,2023-10-03 03:00:00,108,57,43,46,1
Chennai,2023-10-03 04:00:00,37,125,22,5,6
Mumbai,2023-10-03 05:00:00,50,92,40,5,22
Delhi,2023-10-03 06:00:00,23,137,55,34,11
Delhi,2023-10-03 07:00:00,52,80,38,38,15
Kolkata,2023-10-03 08:00:00,58,107,32,16,16
Chennai,2023-10-03 09:00:00,83,88,44,19,9
Chennai,2023-10-03 10:00:00,98,85,53,16,6
Delhi,2023-10-03 11:00:00,33,101,17,14,1
Bangalore,2023-10-03 12:00:00,5,114,45,42,16
Mumbai,2023-10-03 13:00:00,59,33,66,8,25
Bangalore,2023-10-03 14:00:00,70,154,51,25,1
Bangalore,2023-10-03 15:00:00,68,10,41,13,17
Delhi,2023-10-03 16:00:00,48,59,52,5,21
Delhi,2023-10-03 17:00:00,64,85,49,45,6
Delhi,2023-10-03 18:00:00,113,108,55,20,35
Kolkata,2023-10-03 19:00:00,73,160,5,33,13
Bangalore,2023-10-03 20:00:00,46,10,8,5,16
Chennai,2023-10-03 21:00:00,42,67,60,16,16
Mumbai,2023-10-03 22:00:00,54,10,9,43,1
Kolkata,2023-10-03 23:00:00,117,91,48,76,30
Chennai,2023-10-04 00:00:00,53,102,32,5,6
Bangalore,2023-10-04 01:00:00,59,161,20,26,15
Delhi,2023-10-04 02:00:00,43,95,46,37,25
Bangalore,2023-10-04 03:00:00,98,136,44,18,35
Mumbai,2023-10-04 04:00:00,128,116,82,45,5
Kolkata,2023-10-04 05:00:00,75,70,27,14,12
Kolkata,2023-10-04 06:00:00,62,26,68,32,34
Mumbai,2023-10-04 07:00:00,61,102,47,20,23
Chennai,2023-10-04 08:00:00,5,22,26,51,26
Chennai,2023-10-04 09:00:00,86,148,55,17,5
Kolkata,2023-10-04 10:00:00,64,82,51,23,13
Kolkata,2023-10-04 11:00:00,74,143,40,47,15
Delhi,2023-10-04 12:00:00,35,68,45,11,7
Chennai,2023-10-04 13:00:00,46,102,28,31,1
Mumbai,2023-10-04 14:00:00,45,99,23,5,11
Chennai,2023-10-04 15:00:00,95,87,55,10,34
Delhi,2023-10-04 16:00:00,46,70,35,36,18
Kolkata,2023-10-04 17:00:00,132,107,38,12,34
Kolkata,2023-10-04 18:00:00,75,48,45,20,20
Delhi,2023-10-04 19:00:00,15,35,45,38,8
Mumbai,2023-10-04 20:00:00,55,145,11,19,33
Kolkata,2023-10-04 21:00:00,37,122,65,44,20
Bangalore,2023-10-04 22:00:00,5,92,42,33,29
Kolkata,2023-10-04 23:00:00,115,164,35,37,5
Bangalore,2023-10-05 00:00:00,84,77,48,52,30
Delhi,2023-10-05 01:00:00,78,149,44,35,30
Delhi,2023-10-05 02:00:00,65,97,55,57,21
Kolkata,2023-10-05 03:00:00,11,43,50,46,8
Chennai,2023-10-05 04:00:00,43,173,54,20,17
Bangalore,2023-10-05 05:00:00,89,134,67,53,25
Mumbai,2023-10-05 06:00:00,23,84,57,34,20
Kolkata,2023-10-05 07:00:00,5,122,36,22,25
Mumbai,2023-10-05 08:00:00,52,71,17,35,30
Kolkata,2023-10-05 09:00:00,55,127,73,50,10
Chennai,2023-10-05 10:00:00,64,10,35,38,4
Chennai,2023-10-05 11:00:00,85,44,30,62,17
Chennai,2023-10-05 12:00:00,82,134,5,49,14
Chennai,2023-10-05 13:00:00,69,78,46,39,27
Delhi,2023-10-05 14:00:00,101,99,42,11,5
Delhi,2023-10-05 15:00:00,6,29,9,26,30
Bangalore,2023-10-05 16:00:00,77,173,49,31,34
Mumbai,2023-10-05 17:00:00,81,143,30,42,18
Kolkata,2023-10-05 18:00:00,16,80,93,41,18
Kolkata,2023-10-05 19:00:00,7,71,28,33,8
Delhi,2023-10-05 20:00:00,33,136,31,32,11
Kolkata,2023-10-05 21:00:00,36,179,22,42,13
Delhi,2023-10-05 22:00:00,86,132,65,14,35
Bangalore,2023-10-05 23:00:00,38,187,32,60,17
Mumbai,2023-10-06 00:00:00,30,48,25,5,2
Bangalore,2023-10-06 01:00:00,38,53,54,56,21
Chennai,2023-10-06 02:00:00,99,36,12,29,27
Chennai,2023-10-06 03:00:00,60,109,52,48,17
Chennai,2023-10-06 04:00:00,53,97,75,36,35
Bangalore,2023-10-06 05:00:00,56,83,51,36,27
Kolkata,2023-10-06 06:00:00,105,126,52,39,5
Mumbai,2023-10-06 07:00:00,33,145,57,44,11
Chennai,2023-10-06 08:00:00,106,21,74,24,20
Chennai,2023-10-06 09:00:00,67,63,64,48,1
Chennai,2023-10-06 10:00:00,54,126,48,10,22
Mumbai,2023-10-06 11:00:00,147,68,58,29,1
Chennai,2023-10-06 12:00:00,23,54,22,45,30
Mumbai,2023-10-06 13:00:00,47,135,55,47,28
Chennai,2023-10-06 14:00:00,16,31,19,38,24
Bangalore,2023-10-06 15:00:00,93,76,32,22,9
Bangalore,2023-10-06 16:00:00,119,104,5,46,20
Mumbai,2023-10-06 17:00:00,118,64,48,17,11
Bangalore,2023-10-06 18:00:00,102,125,27,61,5
Mumbai,2023-10-06 19:00:00,53,64,62,28,13
Bangalore,2023-10-06 20:00:00,47,153,47,5,26
Bangalore,2023-10-06 21:00:00,5,84,62,8,18
Mumbai,2023-10-06 22:00:00,131,120,18,30,35
Kolkata,2023-10-06 23:00:00,76,123,60,32,27
Bangalore,2023-10-07 00:00:00,42,61,82,65,25
Chennai,2023-10-07 01:00:00,106,10,55,11,1
Kolkata,2023-10-07 02:00:00,25,106,55,30,14
Mumbai,2023-10-07 03:00:00,74,93,43,10,5
Kolkata,2023-10-07 04:00:00,53,115,29,21,15
Delhi,2023-10-07 05:00:00,82,79,55,60,9
Delhi,2023-10-07 06:00:00,57,70,9,9,13
Bangalore,2023-10-07 07:00:00,9,180,31,40,30
Bangalore,2023-10-07 08:00:00,62,23,5,37,23
Chennai,2023-10-07 09:00:00,96,123,25,29,30
Kolkata,2023-10-07 10:00:00,58,64,52,39,1
Delhi,2023-10-07 11:00:00,87,74,50,9,18
Bangalore,2023-10-07 12:00:00,23,75,41,59,29
Kolkata,2023-10-07 13:00:00,59,53,43,64,36
Bangalore,2023-10-07 14:00:00,38,115,5,30,1
Bangalore,2023-10-07 15:00:00,86,152,32,73,13
Delhi,2023-10-07 16:00:00,61,111,26,22,30
Delhi,2023-10-07 17:00:00,84,94,26,37,15
Bangalore,2023-10-07 18:00:00,98,45,51,55,7
Mumbai,2023-10-07 19:00:00,84,113,22,21,1
Bangalore,2023-10-07 20:00:00,69,187,27,5,6
Bangalore,2023-10-07 21:00:00,25,72,5,5,1
Chennai,2023-10-07 22:00:00,59,73,34,67,18
Chennai,2023-10-07 23:00:00,41,64,18,20,28
Chennai,2023-10-08 00:00:00,47,67,41,26,2
Mumbai,2023-10-08 01:00:00,46,10,20,9,21
Mumbai,2023-10-08 02:00:00,25,108,42,47,28
Bangalore,2023-10-08 03:00:00,5,51,37,15,17
Chennai,2023-10-08 04:00:00,36,17,73,21,1
Mumbai,2023-10-08 05:00:00,66,123,49,35,22
Delhi,2023-10-08 06:00:00,12,41,5,10,17
Bangalore,2023-10-08 07:00:00,60,74,14,26,16
Kolkata,2023-10-08 08:00:00,126,155,41,55,11
Bangalore,2023-10-08 09:00:00,95,26,21,37,19
Kolkata,2023-10-08 10:00:00,117,21,5,32,24
Chennai,2023-10-08 11:00:00,73,102,66,33,46
Kolkata,2023-10-08 12:00:00,100,141,54,22,19
Chennai,2023-10-08 13:00:00,34,19,50,65,36
Delhi,2023-10-08 14:00:00,37,108,27,15,22
Kolkata,2023-10-08 15:00:00,5,116,48,33,16
Bangalore,2023-10-08 16:00:00,101,10,25,32,19
Chennai,2023-10-08 17:00:00,113,125,44,48,3
Bangalore,2023-10-08 18:00:00,40,129,21,49,21
Mumbai,2023-10-08 19:00:00,51,75,70,29,1
Chennai,2023-10-08 20:00:00,33,146,8,35,7
Kolkata,2023-10-08 21:00:00,73,141,64,35,19
Chennai,2023-10-08 22:00:00,99,94,40,5,32
Bangalore,2023-10-08 23:00:00,5,69,30,5,35
Delhi,2023-10-09 00:00:00,74,46,43,19,15
Chennai,2023-10-09 01:00:00,50,88,54,19,19
Kolkata,2023-10-09 02:00:00,63,115,67,8,29
Mumbai,2023-10-09 03:00:00,76,75,46,43,2
Delhi,2023-10-09 04:00:00,53,10,22,30,22
Mumbai,2023-10-09 05:00:00,56,147,41,26,8
Chennai,2023-10-09 06:00:00,52,98,76,7,15
Bangalore,2023-10-09 07:00:00,93,72,66,29,12
Bangalore,2023-10-09 08:00:00,74,128,58,5,23
Kolkata,2023-10-09 09:00:00,67,158,55,27,24
Bangalore,2023-10-09 10:00:00,15,10,53,31,28
Delhi,2023-10-09 11:00:00,46,109,63,34,22
Bangalore,2023-10-09 12:00:00,91,25,30,5,20
Kolkata,2023-10-09 13:00:00,61,112,12,34,40
Chennai,2023-10-09 14:00:00,83,95,41,11,1
Chennai,2023-10-09 15:00:00,121,118,23,15,38
Bangalore,2023-10-09 16:00:00,96,67,18,42,14
Mumbai,2023-10-09 17:00:00,63,10,25,66,24
Chennai,2023-10-09 18:00:00,42,69,89,30,14
Bangalore,2023-10-09 19:00:00,5,108,42,15,9
Kolkata,2023-10-09 20:00:00,54,135,47,33,23
Bangalore,2023-10-09 21:00:00,48,37,15,46,30
Chennai,2023-10-09 22:00:00,73,136,5,41,23
Kolkata,2023-10-09 23:00:00,54,60,23,79,11
Bangalore,2023-10-10 00:00:00,48,106,68,17,61
Delhi,2023-10-10 01:00:00,5,67,46,34,32
Kolkata,2023-10-10 02:00:00,27,98,51,57,29
Delhi,2023-10-10 03:00:00,76,130,54,56,13
Mumbai,2023-10-10 04:00:00,120,34,28,5,10
Kolkata,2023-10-10 05:00:00,56,59,67,29,14
Delhi,2023-10-10 06:00:00,71,98,27,56,30
Chennai,2023-10-10 07:00:00,93,198,68,82,6
Chennai,2023-10-10 08:00:00,31,51,48,42,5
Mumbai,2023-10-10 09:00:00,72,181,5,23,24
Kolkata,2023-10-10 10:00:00,34,180,25,11,21
Kolkata,2023-10-10 11:00:00,90,85,5,69,8
Kolkata,2023-10-10 12:00:00,65,76,63,43,4
Mumbai,2023-10-10 13:00:00,70,58,39,14,35
Kolkata,2023-10-10 14:00:00,32,86,5,26,22
Chennai,2023-10-10 15:00:00,84,26,47,35,1
Delhi,2023-10-10 16:00:00,132,86,29,39,2
Chennai,2023-10-10 17:00:00,24,157,10,13,13
Chennai,2023-10-10 18:00:00,48,62,73,18,26
Delhi,2023-10-10 19:00:00,68,79,42,5,25
Chennai,2023-10-10 20:00:00,87,13,34,48,31
Mumbai,2023-10-10 21:00:00,40,106,32,23,1
Delhi,2023-10-10 22:00:00,5,101,9,38,20
Chennai,2023-10-10 23:00:00,107,92,13,55,35
Bangalore,2023-10-11 00:00:00,86,80,65,33,33
Chennai,2023-10-11 01:00:00,5,76,30,27,22
Mumbai,2023-10-11 02:00:00,38,112,40,33,46
Kolkata,2023-10-11 03:00:00,114,88,5,31,25
Chennai,2023-10-11 04:00:00,110,104,13,52,30
Kolkata,2023-10-11 05:00:00,92,99,52,35,18
Bangalore,2023-10-11 06:00:00,53,140,47,20,8
Chennai,2023-10-11 07:00:00,62,120,75,48,7
Delhi,2023-10-11 08:00:00,55,98,66,52,20
Kolkata,2023-10-11 09:00:00,99,158,35,5,15
Bangalore,2023-10-11 10:00:00,29,108,49,57,1
Delhi,2023-10-11 11:00:00,31,148,33,36,5
Delhi,2023-10-11 12:00:00,95,117,81,35,14
Delhi,2023-10-11 13:00:00,58,10,62,48,26
Delhi,2023-10-11 14:00:00,108,148,43,19,17
Chennai,2023-10-11 15:00:00,36,96,44,47,17
Chennai,2023-10-11 16:00:00,58,87,68,23,6
Chennai,2023-10-11 17:00:00,27,102,51,5,18
Bangalore,2023-10-11 18:00:00,60,74,71,12,33
Bangalore,2023-10-11 19:00:00,8,100,5,40,19
Bangalore,2023-10-11 20:00:00,42,63,49,12,1
Mumbai,2023-10-11 21:00:00,9,147,29,58,2
Bangalore,2023-10-11 22:00:00,84,84,75,51,25
Chennai,2023-10-11 23:00:00,85,72,70,54,15
Chennai,2023-10-12 00:00:00,5,48,40,32,17
Mumbai,2023-10-12 01:00:00,106,102,70,34,10
Mumbai,2023-10-12 02:00:00,147,98,75,8,24
Bangalore,2023-10-12 03:00:00,61,107,41,47,14
Kolkata,2023-10-12 04:00:00,37,43,89,36,15
Mumbai,2023-10-12 05:00:00,158,17,39,40,7
Delhi,2023-10-12 06:00:00,13,118,35,60,29
Chennai,2023-10-12 07:00:00,60,156,57,19,15
Delhi,2023-10-12 08:00:00,66,43,32,27,25
Chennai,2023-10-12 09:00:00,107,161,41,35,3
Chennai,2023-10-12 10:00:00,72,102,68,13,38
Mumbai,2023-10-12 11:00:00,42,89,40,26,33
Mumbai,2023-10-12 12:00:00,26,72,6,38,1
Delhi,2023-10-12 13:00:00,48,27,47,24,8
Chennai,2023-10-12 14:00:00,24,134,26,53,23
Delhi,2023-10-12 15:00:00,61,55,57,5,2
Kolkata,2023-10-12 16:00:00,40,54,53,50,16
Delhi,2023-10-12 17:00:00,7,134,69,41,23
Bangalore,2023-10-12 18:00:00,103,10,58,19,15
Delhi,2023-10-12 19:00:00,42,21,61,13,24
Bangalore,2023-10-12 20:00:00,15,89,26,5,9
Bangalore,2023-10-12 21:00:00,54,103,56,15,1
Bangalore,2023-10-12 22:00:00,62,111,79,48,29
Kolkata,2023-10-12 23:00:00,5,76,26,28,29
Delhi,2023-10-13 00:00:00,71,203,75,50,48
Delhi,2023-10-13 01:00:00,23,79,29,18,1
Kolkata,2023-10-13 02:00:00,119,79,22,42,27
Chennai,2023-10-13 03:00:00,78,54,45,17,1
Mumbai,2023-10-13 04:00:00,46,95,54,12,39
Delhi,2023-10-13 05:00:00,33,117,58,28,23
Mumbai,2023-10-13 06:00:00,56,144,20,18,6
Kolkata,2023-10-13 07:00:00,81,22,48,5,27
Chennai,2023-10-13 08:00:00,59,78,26,26,11
Chennai,2023-10-13 09:00:00,52,110,10,31,21
Chennai,2023-10-13 10:00:00,62,116,21,52,20
Kolkata,2023-10-13 11:00:00,38,90,24,46,38
Bangalore,2023-10-13 12:00:00,47,114,50,51,39
Bangalore,2023-10-13 13:00:00,5,53,63,42,10
Mumbai,2023-10-13 14:00:00,94,160,10,35,30
Bangalore,2023-10-13 15:00:00,70,134,47,7,22
Bangalore,2023-10-13 16:00:00,32,29,16,32,1
Chennai,2023-10-13 17:00:00,126,41,52,40,9
Chennai,2023-10-13 18:00:00,63,42,27,56,46
Mumbai,2023-10-13 19:00:00,23,120,18,42,22
Delhi,2023-10-13 20:00:00,89,32,55,52,29
Mumbai,2023-10-13 21:00:00,73,75,28,11,15
Mumbai,2023-10-13 22:00:00,73,110,33,24,11
Kolkata,2023-10-13 23:00:00,45,87,5,37,18
Kolkata,2023-10-14 00:00:00,75,101,58,50,14
Mumbai,2023-10-14 01:00:00,50,42,56,27,1
Mumbai,2023-10-14 02:00:00,79,116,40,28,5
Mumbai,2023-10-14 03:00:00,5,62,9,42,26
Bangalore,2023-10-14 04:00:00,44,75,64,9,13
Kolkata,2023-10-14 05:00:00,120,100,26,58,18
Mumbai,2023-10-14 06:00:00,33,94,30,14,20
Chennai,2023-10-14 07:00:00,38,91,86,5,21
Chennai,2023-10-14 08:00:00,44,56,25,30,31
Bangalore,2023-10-14 09:00:00,17,76,54,60,4
Bangalore,2023-10-14 10:00:00,5,90,51,40,24
Delhi,2023-10-14 11:00:00,51,28,47,43,27
Delhi,2023-10-14 12:00:00,64,69,45,30,29
Delhi,2023-10-14 13:00:00,58,107,47,27,1
Bangalore,2023-10-14 14:00:00,54,32,45,5,21
Bangalore,2023-10-14 15:00:00,61,142,38,5,38
Bangalore,2023-10-14 16:00:00,95,147,70,33,16
Chennai,2023-10-14 17:00:00,53,33,13,53,23
Bangalore,2023-10-14 18:00:00,39,151,60,36,27
Chennai,2023-10-14 19:00:00,50,83,56,41,5
Delhi,2023-10-14 20:00:00,80,108,53,58,40
Delhi,2023-10-14 21:00:00,109,67,62,35,23
Delhi,2023-10-14 22:00:00,38,131,38,27,24
Mumbai,2023-10-14 23:00:00,63,108,5,15,1
Mumbai,2023-10-15 00:00:00,71,53,38,66,27
Kolkata,2023-10-15 01:00:00,25,37,20,39,24
Kolkata,2023-10-15 02:00:00,60,24,25,13,37
Kolkata,2023-10-15 03:00:00,8,98,15,8,14
Mumbai,2023-10-15 04:00:00,5,115,30,52,6
Mumbai,2023-10-15 05:00:00,72,119,28,11,9
Kolkata,2023-10-15 06:00:00,46,84,5,63,11
Kolkata,2023-10-15 07:00:00,67,37,54,5,4
Bangalore,2023-10-15 08:00:00,59,59,84,55,33
Kolkata,2023-10-15 09:00:00,25,141,52,38,33
Bangalore,2023-10-15 10:00:00,58,68,35,32,15
Chennai,2023-10-15 11:00:00,16,96,38,26,13
Mumbai,2023-10-15 12:00:00,108,41,31,64,1
Kolkata,2023-10-15 13:00:00,12,105,41,42,26
Mumbai,2023-10-15 14:00:00,53,69,39,13,37
Mumbai,2023-10-15 15:00:00,23,137,23,5,10
Mumbai,2023-10-15 16:00:00,79,124,73,33,16
Chennai,2023-10-15 17:00:00,48,67,10,29,23
Delhi,2023-10-15 18:00:00,41,84,54,5,38
Kolkata,2023-10-15 19:00:00,89,65,37,29,20
Delhi,2023-10-15 20:00:00,61,26,78,19,20
Delhi,2023-10-15 21:00:00,78,51,46,30,20
Delhi,2023-10-15 22:00:00,25,98,32,43,1
Mumbai,2023-10-15 23:00:00,10,104,35,56,1
Bangalore,2023-10-16 00:00:00,63,96,40,46,8
Mumbai,2023-10-16 01:00:00,48,76,17,17,30
Mumbai,2023-10-16 02:00:00,81,131,24,36,13
Delhi,2023-10-16 03:00:00,57,92,5,31,11
Mumbai,2023-10-16 04:00:00,67,121,21,6,11
Delhi,2023-10-16 05:00:00,5,10,41,37,16
Bangalore,2023-10-16 06:00:00,126,10,46,63,38
Kolkata,2023-10-16 07:00:00,54,102,5,30,16
Delhi,2023-10-16 08:00:00,84,25,37,5,8
Bangalore,2023-10-16 09:00:00,30,80,51,30,18
Kolkata,2023-10-16 10:00:00,70,76,36,8,39
Chennai,2023-10-16 11:00:00,14,161,27,45,11
Delhi,2023-10-16 12:00:00,75,107,31,39,3
Delhi,2023-10-16 13:00:00,47,97,29,26,11
Chennai,2023-10-16 14:00:00,61,127,27,24,19
Chennai,2023-10-16 15:00:00,84,106,43,26,26
Delhi,2023-10-16 16:00:00,16,69,86,30,30
Chennai,2023-10-16 17:00:00,36,138,25,16,5
Mumbai,2023-10-16 18:00:00,76,40,33,5,6
Kolkata,2023-10-16 19:00:00,133,104,38,50,14
Kolkata,2023-10-16 20:00:00,55,20,26,23,26
Kolkata,2023-10-16 21:00:00,80,99,61,33,2
Mumbai,2023-10-16 22:00:00,56,98,5,35,10
Chennai,2023-10-16 23:00:00,127,165,29,35,10
Bangalore,2023-10-17 00:00:00,5,19,56,8,29
Chennai,2023-10-17 01:00:00,63,62,34,5,24
Delhi,2023-10-17 02:00:00,5,127,23,19,28
Kolkata,2023-10-17 03:00:00,5,105,48,37,34
Chennai,2023-10-17 04:00:00,70,98,58,16,14
Bangalore,2023-10-17 05:00:00,64,46,44,23,3
Delhi,2023-10-17 06:00:00,50,63,23,68,3
Mumbai,2023-10-17 07:00:00,56,146,49,5,1
Mumbai,2023-10-17 08:00:00,168,87,31,16,12
Bangalore,2023-10-17 09:00:00,50,106,54,64,13
Delhi,2023-10-17 10:00:00,77,84,69,29,27
Kolkata,2023-10-17 11:00:00,37,36,5,17,18
Chennai,2023-10-17 12:00:00,70,132,42,51,12
Delhi,2023-10-17 13:00:00,51,112,5,30,16
Mumbai,2023-10-17 14:00:00,45,193,88,23,5
Bangalore,2023-10-17 15:00:00,123,44,30,33,30
Bangalore,2023-10-17 16:00:00,101,127,54,18,8
Chennai,2023-10-17 17:00:00,64,30,39,11,4
Bangalore,2023-10-17 18:00:00,5,97,23,27,27
Bangalore,2023-10-17 19:00:00,47,133,21,11,24
Delhi,2023-10-17 20:00:00,154,10,71,30,1
Kolkata,2023-10-17 21:00:00,51,80,59,36,28
Chennai,2023-10-17 22:00:00,98,64,78,45,9
Delhi,2023-10-17 23:00:00,110,58,41,50,13
Kolkata,2023-10-18 00:00:00,67,107,45,22,20
Delhi,2023-10-18 01:00:00,30,140,34,38,25
Delhi,2023-10-18 02:00:00,5,84,34,38,23
Bangalore,2023-10-18 03:00:00,83,99,19,35,17
Kolkata,2023-10-18 04:00:00,31,95,41,21,12
Chennai,2023-10-18 05:00:00,66,90,24,11,22
Chennai,2023-10-18 06:00:00,16,40,48,39,16
Kolkata,2023-10-18 07:00:00,50,139,43,5,39
Bangalore,2023-10-18 08:00:00,61,103,45,25,25
Mumbai,2023-10-18 09:00:00,69,107,73,5,6
Delhi,2023-10-18 10:00:00,20,53,39,5,12
Bangalore,2023-10-18 11:00:00,101,69,55,14,18
Kolkata,2023-10-18 12:00:00,39,82,81,49,33
Delhi,2023-10-18 13:00:00,5,20,66,42,34
Chennai,2023-10-18 14:00:00,56,14,63,20,13
Mumbai,2023-10-18 15:00:00,61,62,33,43,6
Chennai,2023-10-18 16:00:00,65,113,44,45,5
Kolkata,2023-10-18 17:00:00,107,60,13,27,21
Delhi,2023-10-18 18:00:00,51,44,49,5,45
Kolkata,2023-10-18 19:00:00,55,53,45,26,24
Delhi,2023-10-18 20:00:00,21,69,40,28,1
Bangalore,2023-10-18 21:00:00,88,74,60,7,9
Mumbai,2023-10-18 22:00:00,66,187,15,36,10
Bangalore,2023-10-18 23:00:00,45,137,72,35,8
Bangalore,2023-10-19 00:00:00,5,136,58,38,13
Kolkata,2023-10-19 01:00:00,110,142,38,35,22
Mumbai,2023-10-19 02:00:00,17,45,37,43,26
Delhi,2023-10-19 03:00:00,39,34,49,26,31
Delhi,2023-10-19 04:00:00,72,40,70,33,24
Chennai,2023-10-19 05:00:00,18,150,42,22,1
Delhi,2023-10-19 06:00:00,7,65,42,19,5
Kolkata,2023-10-19 07:00:00,5,33,40,54,16
Bangalore,2023-10-19 08:00:00,85,70,75,5,19
Bangalore,2023-10-19 09:00:00,40,79,32,45,28
Bangalore,2023-10-19 10:00:00,162,102,39,18,18
Mumbai,2023-10-19 11:00:00,25,101,69,16,18
Delhi,2023-10-19 12:00:00,27,52,42,34,20
Kolkata,2023-10-19 13:00:00,40,120,62,5,14
Mumbai,2023-10-19 14:00:00,68,61,21,15,19
Chennai,2023-10-19 15:00:00,43,82,35,14,31
Kolkata,2023-10-19 16:00:00,81,120,69,26,16
Kolkata,2023-10-19 17:00:00,25,61,26,15,17
Kolkata,2023-10-19 18:00:00,11,64,36,58,17
Bangalore,2023-10-19 19:00:00,5,116,45,62,33
Kolkata,2023-10-19 20:00:00,5,51,20,5,4
Delhi,2023-10-19 21:00:00,41,72,31,39,39
Kolkata,2023-10-19 22:00:00,49,115,42,45,3
Bangalore,2023-10-19 23:00:00,37,182,40,39,10
Kolkata,2023-10-20 00:00:00,103,117,65,18,26
Chennai,2023-10-20 01:00:00,102,111,70,25,30
Chennai,2023-10-20 02:00:00,48,113,22,16,1
Bangalore,2023-10-20 03:00:00,5,41,42,22,4
Delhi,2023-10-20 04:00:00,40,95,53,8,21
Delhi,2023-10-20 05:00:00,39,88,70,27,46
Mumbai,2023-10-20 06:00:00,37,104,54,5,32
Bangalore,2023-10-20 07:00:00,35,95,45,26,15
Kolkata,2023-10-20 08:00:00,37,107,53,7,1
Bangalore,2023-10-20 09:00:00,46,75,53,33,18
Mumbai,2023-10-20 10:00:00,37,92,21,17,22
Bangalore,2023-10-20 11:00:00,67,34,43,35,13
Bangalore,2023-10-20 12:00:00,72,75,69,49,7
Mumbai,2023-10-20 13:00:00,28,152,35,58,19
Delhi,2023-10-20 14:00:00,104,104,42,5,6
Kolkata,2023-10-20 15:00:00,25,89,35,14,40
Mumbai,2023-10-20 16:00:00,5,175,5,24,36
Chennai,2023-10-20 17:00:00,73,28,40,38,25
Delhi,2023-10-20 18:00:00,31,40,46,5,19
Chennai,2023-10-20 19:00:00,71,167,29,12,10
Delhi,2023-10-20 20:00:00,5,92,16,32,17
Kolkata,2023-10-20 21:00:00,108,79,22,31,37
Kolkata,2023-10-20 22:00:00,83,36,55,36,28
Bangalore,2023-10-20 23:00:00,7,110,79,37,20
Chennai,2023-10-21 00:00:00,8,114,67,36,29
Delhi,2023-10-21 01:00:00,118,40,13,33,24
Kolkata,2023-10-21 02:00:00,34,83,57,31,22
Mumbai,2023-10-21 03:00:00,30,74,26,41,29
Kolkata,2023-10-21 04:00:00,5,101,28,5,24
Mumbai,2023-10-21 05:00:00,47,39,30,57,28
